transaction_id,account_number,amount,transaction_type,transaction_mode,description,transaction_date
TXN022216,ACC00000765,3183.86,Credit,NEFT,Interest Credit,2024-08-16 11:17:00
TXN022217,ACC00000765,9995.64,Debit,UPI,Utility Bill Payment,2024-11-30 11:23:00
TXN022218,ACC00000765,9069.97,Debit,NEFT,Insurance Premium Payment,2024-09-13 04:21:58
TXN022219,ACC00000765,47678.13,Debit,UPI,Online Shopping,2024-12-12 08:05:53
TXN022220,ACC00000765,28111.49,Debit,NEFT,Insurance Premium Payment,2024-10-31 09:52:15
TXN022221,ACC00000765,768.57,Debit,UPI,Utility Bill Payment,2025-06-19 12:37:05
TXN022222,ACC00000765,25908.51,Debit,ATM,ATM Withdrawal,2026-02-23 00:32:03
TXN022223,ACC00000765,39013.09,Debit,NEFT,Insurance Premium Payment,2024-08-09 10:37:56
TXN022224,ACC00000765,48098.63,Debit,UPI,Online Shopping,2025-11-07 05:53:01
TXN022225,ACC00000765,36370.48,Debit,NEFT,Investment in Mutual Funds,2026-06-24 10:19:06
TXN022226,ACC00000765,48398.15,Debit,NEFT,Insurance Premium Payment,2026-07-09 19:01:47
TXN022227,ACC00000765,2937.12,Credit,NEFT,Interest Credit,2025-07-13 22:27:58
TXN022228,ACC00000765,89380.28,Debit,NEFT,Loan EMI Payment,2024-10-24 17:20:37
TXN022229,ACC00000765,48434.27,Debit,UPI,Online Shopping,2024-08-23 20:11:14
TXN022230,ACC00000765,10961.33,Debit,NEFT,Loan EMI Payment,2026-03-03 01:52:15
TXN022231,ACC00000765,2555.38,Debit,UPI,Online Shopping,2026-03-23 11:43:53
TXN022232,ACC00000765,13964.8,Debit,NEFT,Investment in Mutual Funds,2025-09-23 07:41:23
TXN022233,ACC00000765,673.99,Debit,UPI,Restaurant Payment,2026-01-02 03:32:26
TXN022234,ACC00000765,4800.81,Credit,UPI,Refund,2025-11-02 16:05:54
TXN022235,ACC00000765,5795.1,Debit,UPI,Grocery,2026-05-06 14:46:15
TXN022236,ACC00000765,19788.41,Debit,UPI,Restaurant Payment,2024-11-16 04:53:48
TXN022237,ACC00000765,5406.77,Debit,UPI,Utility Bill Payment,2025-10-04 05:10:26
TXN022238,ACC00000765,5138.41,Debit,ATM,ATM Withdrawal,2025-06-22 13:26:54
TXN022239,ACC00000765,13316.7,Debit,ATM,ATM Withdrawal,2024-09-02 04:45:25
TXN022240,ACC00000765,89852.43,Debit,NEFT,Investment in Mutual Funds,2024-09-20 04:10:43
TXN022241,ACC00000766,3854.04,Credit,NEFT,Interest Credit,2026-03-05 19:19:07
TXN022242,ACC00000766,3672.99,Debit,ATM,ATM Withdrawal,2025-11-27 18:43:05
TXN022243,ACC00000766,3371.32,Debit,UPI,Utility Bill Payment,2026-06-08 07:04:13
TXN022244,ACC00000766,3941.01,Credit,NEFT,Interest Credit,2026-03-07 13:13:41
TXN022245,ACC00000766,3070.39,Credit,NEFT,Interest Credit,2024-11-27 20:49:27
TXN022246,ACC00000766,2964.09,Debit,UPI,Online Shopping,2026-03-28 23:53:23
TXN022247,ACC00000766,2293.28,Credit,Cash,Cash Deposit,2024-12-23 21:24:46
TXN022248,ACC00000766,471.18,Credit,NEFT,Interest Credit,2025-12-19 12:09:21
TXN022249,ACC00000766,1928.45,Credit,NEFT,Interest Credit,2025-01-09 09:31:49
TXN022250,ACC00000766,5481.32,Debit,UPI,Utility Bill Payment,2024-08-31 13:44:42
TXN022251,ACC00000766,33917.07,Debit,NEFT,Investment in Mutual Funds,2025-05-15 07:20:54
TXN022252,ACC00000766,46024.05,Credit,Cash,Cash Deposit,2025-10-07 01:52:42
TXN022253,ACC00000766,1949.96,Credit,UPI,Refund,2026-03-12 09:47:23
TXN022254,ACC00000766,827.45,Credit,NEFT,Interest Credit,2026-02-07 00:34:29
TXN022255,ACC00000766,42728.85,Debit,UPI,Online Shopping,2025-11-05 07:42:06
TXN022256,ACC00000766,8990.45,Credit,UPI,Refund,2026-06-18 16:08:30
TXN022257,ACC00000766,15531.82,Debit,UPI,Online Shopping,2026-03-21 17:40:33
TXN022258,ACC00000766,2836.94,Debit,UPI,Grocery,2024-10-20 22:20:40
TXN022259,ACC00000766,10406.29,Debit,UPI,Grocery,2025-03-30 17:08:34
TXN022260,ACC00000766,62806.31,Debit,NEFT,Loan EMI Payment,2024-08-13 02:10:11
TXN022261,ACC00000766,3454.53,Debit,UPI,Restaurant Payment,2024-09-09 15:42:28
TXN022262,ACC00000766,41829.3,Debit,NEFT,Loan EMI Payment,2025-07-31 06:24:38
TXN022263,ACC00000766,847.38,Debit,UPI,Utility Bill Payment,2026-06-03 10:42:21
TXN022264,ACC00000766,45088.14,Debit,NEFT,Investment in Mutual Funds,2024-11-08 10:45:35
TXN022265,ACC00000766,59989.13,Debit,NEFT,Loan EMI Payment,2026-02-04 06:24:41
TXN022266,ACC00000766,1492.21,Credit,NEFT,Interest Credit,2025-10-05 03:15:51
TXN022267,ACC00000766,4154.55,Debit,UPI,Utility Bill Payment,2025-12-15 03:35:40
TXN022268,ACC00000766,1337.71,Debit,UPI,Grocery,2025-12-13 00:01:51
TXN022269,ACC00000766,2750.8,Credit,NEFT,Interest Credit,2025-06-22 02:09:38
TXN022270,ACC00000766,12748.06,Credit,Cash,Cash Deposit,2024-08-10 13:26:13
TXN022271,ACC00000766,5337.03,Debit,ATM,ATM Withdrawal,2026-07-23 01:32:06
TXN022272,ACC00000766,28974.14,Debit,NEFT,Insurance Premium Payment,2025-03-17 10:20:16
TXN022273,ACC00000766,11565.67,Debit,ATM,ATM Withdrawal,2026-07-11 19:57:39
TXN022274,ACC00000766,47232.31,Credit,Cash,Cash Deposit,2025-07-15 02:41:56
TXN022275,ACC00000766,15353.15,Debit,UPI,Grocery,2024-12-06 04:46:04
TXN022276,ACC00000766,3735.14,Debit,UPI,Utility Bill Payment,2026-07-01 23:17:59
TXN022277,ACC00000766,1628.17,Credit,NEFT,Interest Credit,2025-06-09 06:01:14
TXN022278,ACC00000766,65900.93,Debit,NEFT,Loan EMI Payment,2025-10-10 18:22:10
TXN022279,ACC00000766,12347.15,Debit,NEFT,Insurance Premium Payment,2024-12-29 11:26:24
TXN022280,ACC00000766,32564.6,Debit,NEFT,Investment in Mutual Funds,2025-01-07 14:38:11
TXN022281,ACC00000766,40538.85,Debit,NEFT,Investment in Mutual Funds,2025-08-05 04:43:28
TXN022282,ACC00000766,1447.9,Debit,UPI,Restaurant Payment,2025-07-14 14:27:13
TXN022283,ACC00000766,14207.61,Debit,NEFT,Investment in Mutual Funds,2025-12-25 05:05:36
TXN022284,ACC00000766,2789.93,Credit,NEFT,Interest Credit,2025-05-02 04:59:46
TXN022285,ACC00000766,22522.62,Debit,NEFT,Insurance Premium Payment,2026-02-07 03:00:01
TXN022286,ACC00000766,6855.03,Credit,UPI,Refund,2026-05-18 06:34:59
TXN022287,ACC00000766,3012.09,Debit,UPI,Grocery,2024-09-11 13:29:37
TXN022288,ACC00000766,16419.15,Debit,UPI,Grocery,2025-11-22 19:27:40
TXN022289,ACC00000766,43297.76,Debit,NEFT,Insurance Premium Payment,2024-09-22 14:26:29
TXN022290,ACC00000766,7854.39,Debit,NEFT,Investment in Mutual Funds,2025-03-27 02:10:06
TXN022291,ACC00000767,9783.39,Debit,UPI,Utility Bill Payment,2025-04-22 11:04:43
TXN022292,ACC00000767,14838.0,Credit,Cash,Cash Deposit,2026-05-13 11:58:22
TXN022293,ACC00000767,2742.06,Debit,UPI,Utility Bill Payment,2026-02-26 01:35:37
TXN022294,ACC00000767,31011.39,Debit,ATM,ATM Withdrawal,2024-11-13 04:13:08
TXN022295,ACC00000767,5930.63,Debit,UPI,Restaurant Payment,2025-03-29 23:33:19
TXN022296,ACC00000767,139625.0,Credit,NEFT,Salary Credit,2025-08-09 14:49:21
TXN022297,ACC00000767,48163.98,Debit,NEFT,Insurance Premium Payment,2026-07-24 14:53:26
TXN022298,ACC00000767,48768.46,Debit,NEFT,Insurance Premium Payment,2026-05-08 05:57:50
TXN022299,ACC00000767,14687.56,Debit,ATM,ATM Withdrawal,2025-02-02 18:06:22
TXN022300,ACC00000767,45476.21,Credit,NEFT,Salary Credit,2026-04-09 05:00:34
TXN022301,ACC00000768,20364.03,Debit,UPI,Online Shopping,2026-02-21 15:02:12
TXN022302,ACC00000768,40272.95,Debit,NEFT,Investment in Mutual Funds,2025-12-29 04:46:45
TXN022303,ACC00000768,9343.84,Credit,UPI,Refund,2025-11-09 01:07:19
TXN022304,ACC00000768,24926.83,Debit,NEFT,Loan EMI Payment,2024-10-28 20:38:25
TXN022305,ACC00000768,18988.89,Debit,UPI,Grocery,2025-09-05 21:23:21
TXN022306,ACC00000768,15488.04,Debit,NEFT,Insurance Premium Payment,2025-04-22 19:48:12
TXN022307,ACC00000768,121807.26,Credit,NEFT,Salary Credit,2026-02-24 14:20:32
TXN022308,ACC00000768,8339.25,Debit,UPI,Utility Bill Payment,2025-09-19 23:31:54
TXN022309,ACC00000768,9269.61,Credit,UPI,Refund,2026-04-28 22:11:19
TXN022310,ACC00000768,37368.36,Credit,Cash,Cash Deposit,2025-02-11 15:28:03
TXN022311,ACC00000768,38780.02,Debit,UPI,Online Shopping,2026-02-16 02:30:19
TXN022312,ACC00000768,77801.6,Debit,NEFT,Investment in Mutual Funds,2025-10-01 19:58:06
TXN022313,ACC00000768,1517.96,Debit,UPI,Utility Bill Payment,2025-04-24 07:37:28
TXN022314,ACC00000768,1908.11,Debit,UPI,Utility Bill Payment,2025-12-16 17:50:37
TXN022315,ACC00000768,10001.06,Debit,ATM,ATM Withdrawal,2024-08-19 07:01:41
TXN022316,ACC00000768,26631.14,Debit,UPI,Online Shopping,2025-11-14 15:25:12
TXN022317,ACC00000768,65030.66,Credit,NEFT,Salary Credit,2025-10-14 07:17:21
TXN022318,ACC00000768,2651.71,Credit,NEFT,Interest Credit,2026-07-04 20:23:11
TXN022319,ACC00000768,3585.61,Credit,NEFT,Interest Credit,2026-03-24 10:19:06
TXN022320,ACC00000768,72811.43,Credit,NEFT,Salary Credit,2024-12-14 08:30:37
TXN022321,ACC00000768,15662.94,Debit,ATM,ATM Withdrawal,2024-09-07 18:21:13
TXN022322,ACC00000768,14775.27,Debit,UPI,Grocery,2026-02-16 09:52:59
TXN022323,ACC00000768,5934.53,Debit,ATM,ATM Withdrawal,2024-09-26 08:11:07
TXN022324,ACC00000768,32316.67,Debit,ATM,ATM Withdrawal,2026-03-15 07:48:57
TXN022325,ACC00000768,2983.52,Credit,UPI,Refund,2024-11-04 16:13:46
TXN022326,ACC00000769,10104.97,Debit,UPI,Restaurant Payment,2025-10-04 11:23:44
TXN022327,ACC00000769,2385.61,Debit,UPI,Restaurant Payment,2026-01-09 14:54:48
TXN022328,ACC00000769,80622.08,Debit,NEFT,Investment in Mutual Funds,2026-01-24 19:01:32
TXN022329,ACC00000769,4153.17,Credit,UPI,Refund,2025-11-18 20:24:50
TXN022330,ACC00000769,4994.14,Credit,UPI,Refund,2025-12-05 17:07:37
TXN022331,ACC00000769,3900.76,Credit,NEFT,Interest Credit,2025-09-04 19:40:12
TXN022332,ACC00000769,6051.73,Credit,UPI,Refund,2025-09-24 11:30:10
TXN022333,ACC00000769,46357.11,Credit,Cash,Cash Deposit,2026-05-07 08:10:49
TXN022334,ACC00000769,1901.37,Debit,UPI,Utility Bill Payment,2025-08-27 09:58:16
TXN022335,ACC00000769,55789.86,Debit,NEFT,Investment in Mutual Funds,2025-06-09 08:36:41
TXN022336,ACC00000770,6632.93,Debit,UPI,Online Shopping,2026-02-13 21:31:26
TXN022337,ACC00000770,25693.83,Credit,Cash,Cash Deposit,2025-12-13 02:12:58
TXN022338,ACC00000770,8870.22,Debit,UPI,Grocery,2024-12-04 17:58:55
TXN022339,ACC00000770,87.56,Credit,NEFT,Interest Credit,2025-08-02 20:04:05
TXN022340,ACC00000770,23250.46,Debit,NEFT,Insurance Premium Payment,2025-03-22 13:54:59
TXN022341,ACC00000770,47150.06,Debit,UPI,Online Shopping,2025-09-24 20:51:42
TXN022342,ACC00000770,49720.76,Debit,NEFT,Insurance Premium Payment,2026-04-06 13:23:05
TXN022343,ACC00000770,18155.4,Debit,ATM,ATM Withdrawal,2025-05-14 09:47:57
TXN022344,ACC00000770,49191.46,Debit,ATM,ATM Withdrawal,2026-01-13 17:32:14
TXN022345,ACC00000770,521.81,Credit,NEFT,Interest Credit,2025-10-25 18:59:22
TXN022346,ACC00000770,15202.31,Debit,UPI,Online Shopping,2026-04-02 09:23:57
TXN022347,ACC00000770,8884.92,Debit,UPI,Utility Bill Payment,2026-01-07 10:54:40
TXN022348,ACC00000770,24560.9,Debit,NEFT,Loan EMI Payment,2025-10-18 05:36:15
TXN022349,ACC00000770,24270.37,Debit,NEFT,Investment in Mutual Funds,2024-11-04 16:46:52
TXN022350,ACC00000770,15275.59,Debit,UPI,Grocery,2024-09-01 19:35:55
TXN022351,ACC00000770,31633.13,Debit,NEFT,Loan EMI Payment,2026-01-06 04:40:46
TXN022352,ACC00000770,2257.87,Debit,UPI,Restaurant Payment,2026-01-31 01:09:16
TXN022353,ACC00000770,51798.42,Debit,NEFT,Loan EMI Payment,2024-12-30 10:39:46
TXN022354,ACC00000770,3515.3,Debit,UPI,Restaurant Payment,2026-01-10 06:05:47
TXN022355,ACC00000770,47104.49,Debit,UPI,Online Shopping,2025-05-10 23:47:47
TXN022356,ACC00000770,13017.05,Debit,ATM,ATM Withdrawal,2026-05-20 20:58:36
TXN022357,ACC00000770,3541.16,Credit,NEFT,Interest Credit,2025-07-31 11:55:07
TXN022358,ACC00000770,77119.54,Debit,NEFT,Loan EMI Payment,2025-12-08 21:31:51
TXN022359,ACC00000770,849.9,Debit,UPI,Online Shopping,2026-03-08 23:43:24
TXN022360,ACC00000770,33070.62,Debit,UPI,Online Shopping,2024-09-24 18:43:54
TXN022361,ACC00000771,3159.05,Credit,NEFT,Interest Credit,2025-01-18 04:39:36
TXN022362,ACC00000771,26685.63,Credit,Cash,Cash Deposit,2024-12-20 20:06:58
TXN022363,ACC00000771,43645.45,Debit,NEFT,Investment in Mutual Funds,2025-05-23 10:42:02
TXN022364,ACC00000771,29157.2,Credit,Cash,Cash Deposit,2025-09-03 21:27:17
TXN022365,ACC00000771,13162.92,Debit,NEFT,Loan EMI Payment,2024-11-15 20:59:08
TXN022366,ACC00000771,3855.25,Credit,Cash,Cash Deposit,2024-12-19 22:29:20
TXN022367,ACC00000771,7268.99,Debit,UPI,Online Shopping,2024-08-11 10:31:49
TXN022368,ACC00000771,20252.32,Debit,NEFT,Investment in Mutual Funds,2026-04-11 18:15:54
TXN022369,ACC00000771,85118.92,Debit,NEFT,Loan EMI Payment,2026-04-16 14:19:00
TXN022370,ACC00000771,46338.52,Credit,NEFT,Salary Credit,2025-12-09 12:27:52
TXN022371,ACC00000771,9659.35,Debit,NEFT,Insurance Premium Payment,2024-11-17 05:35:13
TXN022372,ACC00000771,362.15,Credit,UPI,Refund,2024-09-14 00:42:16
TXN022373,ACC00000771,30434.29,Debit,UPI,Online Shopping,2025-04-17 20:49:08
TXN022374,ACC00000771,8485.39,Debit,UPI,Utility Bill Payment,2025-03-25 00:48:35
TXN022375,ACC00000771,73932.73,Credit,NEFT,Salary Credit,2024-11-11 23:06:06
TXN022376,ACC00000771,3826.58,Debit,UPI,Utility Bill Payment,2025-10-01 00:00:57
TXN022377,ACC00000771,38986.64,Debit,NEFT,Insurance Premium Payment,2025-05-14 00:22:59
TXN022378,ACC00000771,17651.72,Debit,UPI,Restaurant Payment,2026-06-13 08:39:28
TXN022379,ACC00000771,492.41,Debit,UPI,Utility Bill Payment,2026-02-04 22:17:13
TXN022380,ACC00000771,19715.64,Debit,NEFT,Insurance Premium Payment,2026-01-17 14:20:26
TXN022381,ACC00000771,7772.48,Credit,UPI,Refund,2024-10-15 04:52:21
TXN022382,ACC00000771,41116.83,Debit,NEFT,Investment in Mutual Funds,2025-07-14 15:04:51
TXN022383,ACC00000771,16971.22,Debit,NEFT,Loan EMI Payment,2026-01-17 02:05:08
TXN022384,ACC00000771,816.24,Credit,NEFT,Interest Credit,2026-03-29 17:48:37
TXN022385,ACC00000771,22380.48,Debit,NEFT,Insurance Premium Payment,2026-01-13 23:22:29
TXN022386,ACC00000771,4136.51,Credit,UPI,Refund,2024-11-16 11:27:58
TXN022387,ACC00000771,3683.9,Debit,UPI,Restaurant Payment,2026-05-07 18:29:49
TXN022388,ACC00000771,54253.47,Debit,NEFT,Loan EMI Payment,2024-10-22 01:32:14
TXN022389,ACC00000771,41395.77,Debit,ATM,ATM Withdrawal,2025-10-02 04:11:39
TXN022390,ACC00000771,45660.34,Credit,NEFT,Salary Credit,2025-04-18 01:46:08
TXN022391,ACC00000771,38518.05,Debit,NEFT,Insurance Premium Payment,2026-03-09 12:03:13
TXN022392,ACC00000771,99529.65,Debit,NEFT,Loan EMI Payment,2025-09-23 09:40:58
TXN022393,ACC00000771,3470.8,Credit,NEFT,Interest Credit,2025-04-27 09:56:45
TXN022394,ACC00000771,15576.37,Debit,UPI,Online Shopping,2025-08-31 05:03:03
TXN022395,ACC00000771,125002.69,Credit,NEFT,Salary Credit,2024-11-03 06:09:13
TXN022396,ACC00000771,8803.77,Credit,UPI,Refund,2026-04-08 16:30:13
TXN022397,ACC00000771,10330.19,Debit,UPI,Restaurant Payment,2026-01-01 18:17:12
TXN022398,ACC00000771,9018.54,Debit,UPI,Restaurant Payment,2024-07-28 18:37:27
TXN022399,ACC00000771,121187.64,Credit,NEFT,Salary Credit,2026-06-12 22:40:30
TXN022400,ACC00000771,27925.03,Debit,ATM,ATM Withdrawal,2025-09-25 01:20:07
TXN022401,ACC00000771,34649.11,Credit,NEFT,Salary Credit,2025-01-12 20:11:38
TXN022402,ACC00000771,120030.33,Credit,NEFT,Salary Credit,2025-05-02 08:00:54
TXN022403,ACC00000771,15045.18,Debit,UPI,Grocery,2025-11-20 09:47:48
TXN022404,ACC00000771,14414.21,Debit,UPI,Grocery,2026-01-06 17:02:29
TXN022405,ACC00000771,38751.49,Debit,NEFT,Insurance Premium Payment,2024-11-13 19:34:08
TXN022406,ACC00000771,4514.14,Debit,UPI,Utility Bill Payment,2024-09-29 08:03:18
TXN022407,ACC00000771,20991.26,Debit,ATM,ATM Withdrawal,2026-05-23 16:44:09
TXN022408,ACC00000771,33030.58,Debit,ATM,ATM Withdrawal,2024-08-25 07:47:06
TXN022409,ACC00000771,101930.12,Credit,NEFT,Salary Credit,2025-12-10 10:44:44
TXN022410,ACC00000771,16598.86,Debit,UPI,Restaurant Payment,2026-02-27 02:37:56
TXN022411,ACC00000772,7702.67,Debit,NEFT,Insurance Premium Payment,2025-02-25 10:39:03
TXN022412,ACC00000772,9778.97,Debit,NEFT,Investment in Mutual Funds,2025-11-07 03:19:06
TXN022413,ACC00000772,14468.73,Debit,UPI,Restaurant Payment,2024-09-30 10:25:47
TXN022414,ACC00000772,7233.71,Credit,UPI,Refund,2026-06-15 02:38:34
TXN022415,ACC00000772,3754.9,Debit,UPI,Restaurant Payment,2024-09-17 11:05:38
TXN022416,ACC00000772,4393.01,Debit,UPI,Grocery,2026-02-28 02:04:19
TXN022417,ACC00000772,5821.61,Credit,UPI,Refund,2024-08-28 18:34:44
TXN022418,ACC00000772,9266.76,Debit,UPI,Utility Bill Payment,2025-08-04 05:11:05
TXN022419,ACC00000772,8531.17,Debit,UPI,Utility Bill Payment,2025-03-17 06:58:36
TXN022420,ACC00000772,9364.51,Debit,UPI,Utility Bill Payment,2026-05-19 12:25:37
TXN022421,ACC00000772,8068.9,Credit,UPI,Refund,2026-07-17 06:27:20
TXN022422,ACC00000772,11162.7,Debit,NEFT,Investment in Mutual Funds,2024-10-25 04:50:20
TXN022423,ACC00000772,14389.83,Debit,UPI,Grocery,2026-05-30 15:37:20
TXN022424,ACC00000772,33017.33,Credit,Cash,Cash Deposit,2025-06-04 23:58:34
TXN022425,ACC00000772,5847.37,Debit,UPI,Grocery,2025-03-19 17:29:17
TXN022426,ACC00000772,26981.83,Credit,Cash,Cash Deposit,2026-04-11 20:21:55
TXN022427,ACC00000772,14415.02,Credit,Cash,Cash Deposit,2026-05-22 16:11:36
TXN022428,ACC00000772,3397.05,Credit,UPI,Refund,2026-02-24 02:54:54
TXN022429,ACC00000772,18856.62,Debit,UPI,Online Shopping,2026-03-18 06:32:34
TXN022430,ACC00000772,26700.05,Credit,Cash,Cash Deposit,2026-04-13 03:35:50
TXN022431,ACC00000772,13648.42,Debit,UPI,Grocery,2026-03-16 00:00:04
TXN022432,ACC00000772,108705.93,Credit,NEFT,Salary Credit,2025-11-27 14:58:50
TXN022433,ACC00000772,67457.28,Credit,NEFT,Salary Credit,2025-02-23 16:06:54
TXN022434,ACC00000772,116860.28,Credit,NEFT,Salary Credit,2025-04-28 17:55:02
TXN022435,ACC00000772,8950.82,Debit,ATM,ATM Withdrawal,2026-03-16 15:54:50
TXN022436,ACC00000773,7642.81,Debit,UPI,Utility Bill Payment,2026-04-14 05:26:10
TXN022437,ACC00000773,89168.04,Credit,NEFT,Salary Credit,2024-08-29 18:05:16
TXN022438,ACC00000773,43852.98,Debit,NEFT,Insurance Premium Payment,2025-09-27 13:15:31
TXN022439,ACC00000773,6611.26,Debit,UPI,Utility Bill Payment,2024-09-06 15:53:16
TXN022440,ACC00000773,2363.82,Debit,ATM,ATM Withdrawal,2026-04-18 13:45:38
TXN022441,ACC00000773,13861.37,Debit,ATM,ATM Withdrawal,2025-08-05 10:50:40
TXN022442,ACC00000773,4128.06,Credit,NEFT,Interest Credit,2025-02-07 03:13:35
TXN022443,ACC00000773,76147.87,Debit,NEFT,Loan EMI Payment,2025-03-06 16:25:40
TXN022444,ACC00000773,8405.92,Debit,UPI,Online Shopping,2025-09-22 06:44:46
TXN022445,ACC00000773,80789.33,Credit,NEFT,Salary Credit,2025-10-13 17:00:42
TXN022446,ACC00000773,2638.38,Debit,UPI,Grocery,2025-03-09 22:20:28
TXN022447,ACC00000773,23218.51,Debit,NEFT,Loan EMI Payment,2025-12-01 14:42:35
TXN022448,ACC00000773,1654.03,Debit,UPI,Online Shopping,2025-09-28 04:36:29
TXN022449,ACC00000773,12565.88,Debit,UPI,Grocery,2025-06-28 04:19:50
TXN022450,ACC00000773,17724.44,Debit,NEFT,Investment in Mutual Funds,2025-11-27 16:37:52
TXN022451,ACC00000773,4883.89,Credit,NEFT,Interest Credit,2025-01-28 01:56:48
TXN022452,ACC00000773,3561.53,Debit,UPI,Utility Bill Payment,2025-06-06 11:40:39
TXN022453,ACC00000773,1249.02,Debit,UPI,Online Shopping,2025-03-13 04:09:24
TXN022454,ACC00000773,8205.29,Debit,UPI,Restaurant Payment,2024-08-04 21:10:24
TXN022455,ACC00000773,25445.89,Debit,UPI,Online Shopping,2025-10-28 05:34:32
TXN022456,ACC00000773,75436.69,Debit,NEFT,Investment in Mutual Funds,2024-10-11 01:42:41
TXN022457,ACC00000773,32671.92,Debit,UPI,Online Shopping,2025-09-09 15:53:35
TXN022458,ACC00000773,8645.54,Debit,UPI,Utility Bill Payment,2025-01-10 05:10:33
TXN022459,ACC00000773,59235.44,Debit,NEFT,Investment in Mutual Funds,2024-09-17 05:41:07
TXN022460,ACC00000773,42237.75,Debit,ATM,ATM Withdrawal,2024-10-24 13:54:34
TXN022461,ACC00000774,6196.43,Credit,UPI,Refund,2026-07-12 04:49:50
TXN022462,ACC00000774,5350.24,Debit,UPI,Utility Bill Payment,2026-03-17 05:25:34
TXN022463,ACC00000774,16444.43,Debit,ATM,ATM Withdrawal,2024-11-23 08:41:38
TXN022464,ACC00000774,24393.27,Debit,UPI,Online Shopping,2025-05-11 18:58:25
TXN022465,ACC00000774,16033.89,Debit,NEFT,Loan EMI Payment,2026-06-24 00:03:31
TXN022466,ACC00000774,70934.38,Credit,NEFT,Salary Credit,2025-11-22 22:15:52
TXN022467,ACC00000774,83826.17,Credit,NEFT,Salary Credit,2024-09-21 19:43:13
TXN022468,ACC00000774,49970.84,Debit,ATM,ATM Withdrawal,2026-02-03 01:22:38
TXN022469,ACC00000774,25958.69,Debit,ATM,ATM Withdrawal,2024-11-18 04:41:16
TXN022470,ACC00000774,701.98,Credit,UPI,Refund,2026-06-24 05:55:29
TXN022471,ACC00000774,9265.11,Debit,UPI,Utility Bill Payment,2025-01-16 06:29:58
TXN022472,ACC00000774,22755.56,Credit,Cash,Cash Deposit,2025-07-15 15:01:36
TXN022473,ACC00000774,8538.44,Credit,UPI,Refund,2026-04-12 02:31:33
TXN022474,ACC00000774,115519.16,Credit,NEFT,Salary Credit,2024-08-26 21:48:56
TXN022475,ACC00000774,1543.67,Credit,NEFT,Interest Credit,2024-08-09 05:06:59
TXN022476,ACC00000774,13357.94,Debit,NEFT,Loan EMI Payment,2026-01-13 13:11:03
TXN022477,ACC00000774,570.08,Credit,NEFT,Interest Credit,2026-07-16 08:33:16
TXN022478,ACC00000774,7662.52,Credit,UPI,Refund,2025-08-21 23:58:36
TXN022479,ACC00000774,22706.24,Debit,UPI,Online Shopping,2026-01-06 06:10:23
TXN022480,ACC00000774,88122.22,Debit,NEFT,Loan EMI Payment,2025-03-24 15:31:00
TXN022481,ACC00000774,12573.33,Debit,ATM,ATM Withdrawal,2025-10-23 07:55:33
TXN022482,ACC00000774,26934.61,Debit,ATM,ATM Withdrawal,2025-01-31 21:38:31
TXN022483,ACC00000774,3131.6,Credit,NEFT,Interest Credit,2026-05-17 07:38:37
TXN022484,ACC00000774,47816.53,Debit,NEFT,Insurance Premium Payment,2025-06-02 12:26:34
TXN022485,ACC00000774,2067.14,Credit,NEFT,Interest Credit,2025-12-07 21:15:00
TXN022486,ACC00000775,15216.24,Debit,UPI,Restaurant Payment,2025-01-03 18:19:32
TXN022487,ACC00000775,49185.04,Credit,Cash,Cash Deposit,2024-10-23 06:12:48
TXN022488,ACC00000775,37221.33,Credit,NEFT,Salary Credit,2025-12-18 15:32:47
TXN022489,ACC00000775,13108.19,Debit,UPI,Grocery,2025-09-08 03:39:06
TXN022490,ACC00000775,18380.07,Credit,Cash,Cash Deposit,2025-03-11 09:04:42
TXN022491,ACC00000775,99111.56,Debit,NEFT,Loan EMI Payment,2024-11-21 06:37:01
TXN022492,ACC00000775,6464.89,Credit,UPI,Refund,2026-03-19 12:15:14
TXN022493,ACC00000775,81392.3,Credit,NEFT,Salary Credit,2024-08-06 03:47:29
TXN022494,ACC00000775,1058.42,Debit,UPI,Grocery,2026-06-27 03:25:23
TXN022495,ACC00000775,34958.48,Debit,UPI,Online Shopping,2025-07-30 01:58:06
TXN022496,ACC00000776,10306.51,Debit,UPI,Grocery,2025-09-08 02:15:34
TXN022497,ACC00000776,10597.28,Debit,ATM,ATM Withdrawal,2026-03-12 05:33:55
TXN022498,ACC00000776,48217.16,Debit,NEFT,Investment in Mutual Funds,2026-02-12 11:19:02
TXN022499,ACC00000776,34176.29,Debit,UPI,Online Shopping,2025-06-09 02:15:45
TXN022500,ACC00000776,40600.73,Debit,ATM,ATM Withdrawal,2024-08-18 13:30:14
TXN022501,ACC00000776,16373.9,Credit,Cash,Cash Deposit,2026-06-20 03:13:36
TXN022502,ACC00000776,25426.23,Debit,NEFT,Loan EMI Payment,2024-08-19 18:40:49
TXN022503,ACC00000776,28237.69,Credit,Cash,Cash Deposit,2024-10-19 13:00:14
TXN022504,ACC00000776,5563.42,Debit,UPI,Utility Bill Payment,2026-05-29 17:25:44
TXN022505,ACC00000776,43197.32,Debit,ATM,ATM Withdrawal,2025-08-22 00:35:31
TXN022506,ACC00000776,15233.35,Debit,UPI,Grocery,2024-10-13 23:17:57
TXN022507,ACC00000776,2487.4,Debit,UPI,Grocery,2026-02-09 01:20:40
