customer_id,customer_name,total_accounts,total_balance,total_transactions,total_credit_amount,total_debit_amount
CUST000845,Finn Hans,1,860302.34,50,365488.51,968082.1
CUST000847,Siddharth Goel,0,0.0,0,0.0,0.0
CUST000848,Faris Sachdeva,2,3467604.2800000003,50,331806.45,846490.12
CUST000849,Ethan Panchal,1,36829.81,25,290107.75,499045.96
CUST000850,Leela Mangal,1,338027.04,50,646277.2,999829.24
CUST000851,Ekantika Mitra,1,87473.08,10,144081.57,130168.67
CUST000852,Onveer Shenoy,1,292439.37,50,625815.11,1107967.82
CUST000854,Kritika Behl,3,9539178.02,75,585853.54,1220159.28
CUST000855,Bhavini Dora,1,2339900.92,10,140930.99,115917.99
CUST000856,Tristan Ratta,1,102491.8,10,259006.91999999998,231567.16999999998
CUST000858,Omaja Ben,2,3584298.99,50,592417.91,843788.17
CUST000859,Libni Shankar,1,3345904.1,10,164728.72,154240.12
CUST000860,Arjun Bedi,1,2173128.24,25,133419.44,283334.53
CUST000861,Alka Magar,1,12601.05,25,385225.94,158336.0
CUST000863,Manthan Seshadri,0,0.0,0,0.0,0.0
CUST000864,Yatin Majumdar,1,1638892.88,25,166891.94,311091.07
CUST000865,Onkar Saxena,1,1824061.47,50,301518.66000000003,1057896.52
CUST000866,Hardik Sood,2,36476.86,35,263923.64,548852.35
CUST000867,Charles Raj,1,3691180.21,50,420133.59,793974.65
CUST000868,Nirja Nanda,3,1077985.97,125,1963398.08,1808372.59
CUST000870,Mekhala Pathak,1,334133.3,25,200349.72,615081.76
CUST000871,Sachi Sandal,1,4947525.7,10,140951.99,204886.75
CUST000872,Chavvi Nori,1,3135570.97,25,306083.19,120923.73
CUST000873,Qabil Saha,1,3442749.88,25,199367.97,503646.57
CUST000874,Shaurya Narasimhan,0,0.0,0,0.0,0.0
CUST000875,Advik Barman,2,5725340.109999999,75,597789.62,1253976.47
CUST000876,Ati Varty,2,768391.8099999999,75,667832.3,1241618.2
CUST000877,Yashoda Luthra,1,444734.6,10,2868.26,188960.74
CUST000878,Yadavi Buch,3,9315190.59,85,597293.24,1220633.86
CUST000880,Urvi Tella,1,1511249.12,10,100071.54,34213.08
CUST000881,Bahadurjit Chaudhry,1,50171.24,25,263211.74,395673.77999999997
CUST000882,Niharika Thaker,1,798903.41,10,8642.31,185914.84
CUST000883,Kabir Deep,1,287732.47,50,213938.8,1101159.71
CUST000884,Lohit Borah,1,102115.25,50,224400.56,760533.0
CUST000885,Chakradev Khatri,2,631560.4,60,843091.4299999999,907147.88
CUST000886,Jagat Shroff,2,878427.8,50,760206.23,1003441.91
CUST000887,Chatresh Manne,2,3070406.0,50,646562.39,742769.65
CUST000888,Samesh Purohit,1,845305.99,25,256010.59000000003,620359.04
CUST000889,Tara Loyal,2,2159773.73,100,1008091.92,1611932.19
CUST000890,Chakradhar Tata,1,229962.1,25,230863.56,458476.80000000005
CUST000891,Aarini Andra,1,211167.89,25,110552.11,310346.48
CUST000892,Ati Pant,2,1025470.32,50,734848.66,534712.96
CUST000894,Anika Kade,2,2425926.52,35,361817.95,823800.36
CUST000895,Ekbal Yogi,1,2854753.77,10,57909.47,169765.93
CUST000896,Ekapad Barad,1,1464988.92,25,235100.82,542091.9
CUST000897,Meghana Bava,1,35127.75,50,503190.89,870894.37
CUST000898,Advik Date,2,2934614.83,35,413623.47000000003,392028.06
CUST000899,Oscar Deshpande,0,0.0,0,0.0,0.0
CUST000900,Rehaan Bhattacharyya,1,3265577.79,10,187127.38,58175.420000000006
CUST000901,Yutika Bumb,1,218523.58,25,97602.33,309865.67
CUST000902,Aadi Parsa,1,1577209.38,25,429574.35,429413.98
CUST000903,Yochana Misra,1,1300245.47,50,564133.39,843843.75
CUST000904,Megha Bhalla,0,0.0,0,0.0,0.0
CUST000906,Yauvani Aurora,1,270568.14,10,177809.26,118961.73000000001
CUST000907,Xalak Sharaf,2,3978748.4899999998,60,974823.29,1005353.14
CUST000908,Lakshit Sathe,1,1124672.3,25,267780.17000000004,249969.81
CUST000909,Theodore Gour,1,1668908.28,25,347560.29000000004,639992.52
CUST000910,Urmi Wadhwa,2,816400.75,35,753009.74,524950.42
CUST000911,Ayush Oza,1,1447673.12,50,420532.74,675032.9
CUST000912,Siddharth Mannan,2,275710.95999999996,35,131459.41999999998,797327.5700000001
CUST000913,Amrita Sem,1,338969.36,25,79649.75,618497.44
CUST000914,Adya Kanda,1,189135.06,25,402243.66,331019.7
CUST000915,Tarak Oza,1,1912405.38,10,37133.89,72647.15
CUST000916,Gabriel Madan,1,280250.74,25,384861.57,317151.62
CUST000917,Logan Natt,1,1249804.64,25,431584.91,303881.91
CUST000918,Bahadurjit Krishnamurthy,1,373406.7,10,146944.31,111752.57
CUST000919,Qabil Ganesan,1,1802692.61,50,562885.77,750157.29
CUST000921,Vasatika Khatri,1,333086.17,25,263904.2,551415.46
CUST000922,Jhalak Tak,1,4255075.45,10,24068.699999999997,87564.54999999999
CUST000923,Ayaan Sangha,1,383453.24,25,85208.29999999999,537784.81
CUST000925,Vaishnavi Shankar,2,4943454.89,60,542114.28,1100652.59
CUST000926,Azaan Vaidya,1,216752.66,25,191323.67,343481.07
CUST000927,Ojasvi Dara,1,1952860.3,10,220907.66,249070.34999999998
CUST000928,Nilima Chadha,1,81206.27,50,686317.68,904780.29
CUST000929,Lekha Kalita,1,2626977.38,50,95278.69,887415.7999999999
CUST000931,Yachana Krishnamurthy,2,484121.67,75,635812.5700000001,1168674.38
CUST000932,Amol Anand,1,1388294.65,50,611729.6,911811.04
CUST000933,Bhanumati Deshpande,1,1834354.19,25,252937.5,443374.14
CUST000935,Upkaar Kala,0,0.0,0,0.0,0.0
CUST000936,Hamsini Nair,2,3092501.49,75,1206580.03,1249461.93
CUST000937,Wridesh Mani,1,3417576.85,50,130560.29000000001,1106413.04
CUST000938,Jai Sharaf,2,1992574.1800000002,100,1217747.38,1651722.71
CUST000939,Girish Kashyap,1,483343.36,50,335996.64,778657.26
CUST000940,Manthan Lal,1,235570.03,50,584980.69,902854.67
CUST000941,Amol Ganguly,3,5067234.18,125,1192586.24,2126169.32
CUST000942,Jairaj Bakshi,2,2257600.96,75,488890.37,1279357.1
CUST000943,Theodore Choudhry,2,4905649.54,50,609620.26,1095515.84
CUST000944,Abdul Purohit,1,4915018.45,50,453410.98,780759.22
CUST000945,Ayush Dhaliwal,1,172950.98,10,5735.89,93519.39
CUST000946,Vrinda Kuruvilla,1,4090218.99,50,492598.58999999997,1137730.07
CUST000947,Janya Mody,3,1957484.83,85,1056226.95,1726760.68
CUST000948,Barkha Batra,1,326326.1,50,939871.67,843760.65
CUST000950,Tripti Ram,1,468811.38,25,428637.99000000005,287947.22000000003
CUST000951,Fitan Ravi,2,1635326.83,75,477028.39999999997,1292613.22
CUST000952,Manthan Nath,1,1461341.08,10,136063.96,104808.76000000001
CUST000953,Keya Puri,1,1027326.92,50,493569.67000000004,665055.5599999999
CUST000954,Alka Mangat,1,4491717.97,25,153827.25,233612.78
CUST000955,Gaurang Thaman,1,4324803.64,25,294484.84,285908.01999999996
CUST000956,Balhaar Barman,1,1910612.61,50,736537.45,716464.21
CUST000957,Krishna Verma,1,232302.33,10,31417.23,180118.81
CUST000958,Vihaan Subramanian,1,1579181.15,50,494120.23,820674.99
CUST000959,Ati Apte,0,0.0,0,0.0,0.0
CUST000960,Anika Choudhury,2,3323027.97,75,890649.07,1569246.24
CUST000961,Aadhya Bail,1,1255672.75,25,539411.16,248052.97
CUST000962,Lakshit Boase,1,1660910.68,50,720631.41,1063773.4
CUST000963,Yatin Puri,1,595947.64,50,469207.02999999997,911536.45
CUST000964,Rishi Nanda,2,2597699.89,35,402596.3,482337.59
CUST000965,Sanya Kurian,3,12230607.879999999,60,628752.23,913174.64
CUST000966,Wyatt Bala,2,2227831.54,100,1090442.1099999999,2148673.62
CUST000967,Ekansh Sarkar,1,115932.81,25,71858.92,589615.21
CUST000968,Nathaniel Seth,1,128734.86,50,720984.76,673669.88
CUST000969,Jason Bora,1,1296406.87,25,125308.19,584197.75
CUST000970,Anusha Thakkar,2,6069430.37,75,1083313.21,1477378.64
CUST000971,Chandresh Tailor,1,2806063.6,50,528307.72,990987.66
CUST000972,Tanay Ratti,1,132519.61,50,423712.44,881857.25
CUST000973,Libni Sarin,2,1212991.13,50,227724.86000000002,1305041.8699999999
CUST000974,Isha Nagi,1,25927.05,25,472121.22000000003,516166.52999999997
CUST000975,Gaurang Chaudhari,2,1540432.72,35,403085.36,419375.5
CUST000976,Wridesh Sahota,1,421969.66,10,9368.130000000001,121337.18
CUST000977,Daksha Bal,2,2647105.46,100,1456013.6,1860570.33
CUST000978,Osha Agate,3,2789633.16,60,653553.27,1120114.31
CUST000979,Harita Pai,1,487049.2,25,113310.33,487320.27
CUST000980,Chandani Mitter,2,5922731.609999999,75,574870.14,1759566.3699999999
CUST000981,Karan Chaudhuri,1,196033.57,25,498075.83999999997,626743.5
CUST000982,Ucchal Gulati,1,4684143.76,10,194457.28,121633.11
CUST000983,Nidhi Samra,1,793542.81,10,173573.55000000002,71086.28
CUST000984,Nakul Oza,3,1050764.9300000002,125,1276739.2,2016007.53
CUST000985,Aishani Mallick,1,1695216.82,50,301751.05,853630.65
CUST000986,Libni Sen,2,455652.38,50,250088.91,917899.5
CUST000987,Sara Mohan,1,1138684.97,25,335638.92,360553.77999999997
CUST000988,Krisha Chada,3,1847768.23,125,1763791.64,1715518.17
CUST000989,Nathan Bahl,1,1927214.57,25,211414.43,341689.77
CUST000990,Brijesh Sundaram,2,8614376.75,50,672328.17,703713.12
CUST000991,Kashish Gulati,2,2621183.38,50,509752.82999999996,683330.12
CUST000992,Maya Walia,0,0.0,0,0.0,0.0
CUST000993,Anjali Madan,2,5164083.91,50,476580.18,1254255.56
CUST000994,Aishani Oak,3,1746526.67,85,1207471.99,1682930.43
CUST000996,Dalaja Dhar,3,2629023.35,100,1310267.8900000001,1746193.37
CUST000997,Anya Sandal,1,143306.45,50,356377.86,863869.01
CUST000998,Faraj Batta,1,1374291.23,25,202456.86,492221.27
CUST000999,Mitesh Chhabra,1,146798.98,25,275540.92,500063.13
CUST001000,Anita Basak,1,325600.5,25,329726.57999999996,469933.06
