account_number,customer_name,account_type,branch_id,balance,total_transactions,total_credit_amount,total_debit_amount
ACC00000741,Udyati Nanda,Fixed Deposit,BR004,1088806.42,50,535472.17,895157.99
ACC00000742,Udyati Nanda,Current,BR011,354996.65,50,491787.36,655575.51
ACC00000743,,Current,BR007,682207.4,25,704490.45,275490.91
ACC00000744,Pooja Palla,Current,BR017,376012.38,25,260551.05,511243.37
ACC00000745,Pooja Palla,Current,BR018,652296.21,50,585699.37,733553.47
ACC00000746,Oni Sridhar,Fixed Deposit,BR019,4706617.08,25,463502.57999999996,269149.43
ACC00000747,Oni Sridhar,Current,BR014,489291.64,10,173224.12,159217.15
ACC00000748,Ojasvi Borah,Savings,BR013,8574.68,10,129637.66,246145.34999999998
ACC00000749,Amara Rajagopalan,Current,BR009,1907692.19,50,436545.27,1022937.37
ACC00000750,Amara Rajagopalan,Savings,BR002,166275.65,25,92718.69,614733.38
ACC00000751,,Fixed Deposit,BR016,4328270.47,50,308337.96,939885.0
ACC00000752,,Fixed Deposit,BR013,68521.13,10,19354.46,167018.66
ACC00000754,,Current,BR008,1926525.91,25,210536.69,232934.97
ACC00000755,Nathan Oak,Savings,BR006,409664.27,25,340116.92000000004,436570.74
ACC00000756,Nathan Oak,Fixed Deposit,BR007,4485864.06,10,149931.82,143204.80000000002
ACC00000757,Nathan Oak,Savings,BR012,437447.29,25,583893.51,460635.55
ACC00000758,,Current,BR020,1478097.83,25,352468.87,583871.34
ACC00000759,,Current,BR007,1160058.36,25,124484.37000000001,620593.86
ACC00000760,,Current,BR005,113807.94,25,234265.88999999998,492275.06
ACC00000761,,Fixed Deposit,BR009,569892.2,25,184661.25,364551.08
ACC00000762,Balhaar Gandhi,Fixed Deposit,BR002,2817193.86,50,625058.17,866165.81
ACC00000763,Balhaar Gandhi,Current,BR001,888993.99,25,300261.3,608735.5499999999
ACC00000764,,Savings,BR020,243999.97,25,355903.08,367183.39
ACC00000765,,Savings,BR020,323840.08,50,131049.5,888353.29
ACC00000766,Charita Zacharia,Fixed Deposit,BR006,3022423.78,50,148846.77,665495.92
ACC00000767,Falguni Pant,Current,BR015,790183.87,10,199939.21,161087.47
ACC00000768,,Current,BR019,1526381.02,25,324852.0,353709.29
ACC00000769,,Fixed Deposit,BR003,3107987.79,10,65456.91,150803.89
ACC00000770,,Current,BR007,1313446.68,25,29844.36,551531.7
ACC00000771,,Savings,BR016,341554.85,50,756950.5599999999,822745.84
ACC00000772,Akshay Chana,Current,BR005,506434.62,25,418658.99,140116.48
ACC00000773,,Current,BR007,697114.32,25,178969.32,473376.34
ACC00000774,,Current,BR007,569968.2,25,323447.13,358927.33999999997
ACC00000775,Atharv Bhandari,Current,BR001,1431517.37,10,192643.63,163452.88999999998
ACC00000776,Yash Subramaniam,Current,BR008,1579673.15,25,327602.41,425649.23
ACC00000778,Eesha Rajan,Savings,BR012,76380.14,50,649290.42,966272.67
ACC00000779,,Current,BR019,1727879.98,25,567333.87,391784.2
ACC00000780,,Current,BR009,852286.56,10,12669.73,186867.19
ACC00000781,Ekapad Dewan,Fixed Deposit,BR020,4457413.1,50,439577.24,765572.06
ACC00000782,Vrinda Seth,Fixed Deposit,BR003,4816616.8,25,149969.22999999998,534418.77
ACC00000783,Vrinda Seth,Current,BR020,770364.71,25,214336.97,451115.2
ACC00000785,Harrison Tara,Current,BR013,878184.53,25,501060.51,216221.58
ACC00000786,Raksha Sathe,Fixed Deposit,BR007,4342868.58,50,589218.71,818404.58
ACC00000787,,Current,BR005,814353.83,10,942.02,244328.07
ACC00000788,,Fixed Deposit,BR010,326253.06,10,66980.48,86633.66
ACC00000789,,Current,BR008,1675913.49,25,116189.86,241200.46
ACC00000790,Adya Ganesan,Fixed Deposit,BR003,4454778.57,50,513194.2,793642.1599999999
ACC00000791,,Savings,BR014,236047.68,25,259381.25,305282.77
ACC00000792,Warjas Sabharwal,Current,BR018,232226.31,50,534354.37,521286.66000000003
ACC00000793,Warjas Sabharwal,Fixed Deposit,BR010,3875525.52,50,824768.4199999999,667119.5
ACC00000794,,Savings,BR017,84966.2,10,167217.52,162369.83000000002
ACC00000795,,Current,BR013,1629845.22,10,18535.67,59384.12
ACC00000796,,Fixed Deposit,BR008,2393314.49,10,38004.68,256937.51
ACC00000797,,Savings,BR005,378866.69,25,72418.4,522767.12
ACC00000798,,Current,BR011,919544.49,25,380349.79000000004,349307.41
ACC00000799,,Savings,BR009,219260.2,25,191922.6,370826.03
ACC00000800,,Savings,BR008,224629.79,10,194261.07,181634.97
ACC00000801,Mason Pradhan,Fixed Deposit,BR003,2727828.18,25,221525.61000000002,508274.77999999997
ACC00000802,Mason Pradhan,Current,BR008,1943523.79,10,6995.110000000001,172919.76
ACC00000804,,Fixed Deposit,BR019,133837.89,10,160220.28,147780.26
ACC00000805,,Fixed Deposit,BR006,1172264.63,25,131759.02,757454.1
ACC00000806,Gayathri Sandhu,Current,BR006,383521.32,10,49633.0,148922.03
ACC00000807,Wishi Tailor,Fixed Deposit,BR013,1437635.08,50,730593.51,793446.83
ACC00000808,Wishi Tailor,Savings,BR002,187563.18,10,27972.8,140604.01
ACC00000809,Raagini Raj,Savings,BR018,419205.21,10,16618.89,190760.84
ACC00000810,Raagini Raj,Savings,BR014,461256.97,50,569737.08,903951.36
ACC00000811,Raagini Raj,Current,BR012,1944642.19,25,314647.57,626864.22
ACC00000812,,Savings,BR008,63897.99,25,174632.16999999998,422824.3
ACC00000813,,Fixed Deposit,BR003,820046.56,25,99464.13,560972.08
ACC00000814,,Current,BR002,1664445.52,25,49772.810000000005,270167.14
ACC00000815,,Fixed Deposit,BR009,1277440.21,25,370017.81,364310.8
ACC00000816,Aayush Sarna,Fixed Deposit,BR004,4844429.34,25,183690.75,342180.96
ACC00000817,,Current,BR013,196541.82,25,143168.22999999998,598011.39
ACC00000819,,Current,BR019,443161.2,25,303420.5,436515.42000000004
ACC00000820,,Savings,BR012,6612.11,50,405844.95,702572.65
ACC00000821,,Current,BR010,458199.26,25,216552.38,482559.77
ACC00000822,,Fixed Deposit,BR003,4189543.2,25,154785.87,567190.12
ACC00000823,,Fixed Deposit,BR013,2669638.24,10,24980.11,236932.61000000002
ACC00000824,,Current,BR009,336868.08,25,152515.33000000002,386044.71
ACC00000825,,Savings,BR015,399099.15,50,288497.92,1053163.66
ACC00000826,,Current,BR002,1819750.62,50,574713.62,699375.19
ACC00000827,,Fixed Deposit,BR001,3228175.33,25,422166.77,302707.58
ACC00000828,,Fixed Deposit,BR015,884160.41,25,337970.98,419691.02999999997
ACC00000829,Ekta Gandhi,Fixed Deposit,BR001,4842142.39,50,587176.86,726800.98
ACC00000830,Falak Iyengar,Current,BR005,385817.76,50,285026.89,887091.6799999999
ACC00000831,Falak Iyengar,Current,BR006,91256.38,10,160073.88,163391.75
ACC00000832,,Fixed Deposit,BR008,212944.96,10,443.48,257458.26
ACC00000833,,Savings,BR013,306298.85,50,773152.6900000001,960405.01
ACC00000834,,Savings,BR015,120259.38,25,145140.84,392412.66000000003
ACC00000835,Bimala Handa,Current,BR005,293117.95,50,697089.03,1052635.09
ACC00000836,Aishani Kunda,Fixed Deposit,BR009,596176.34,25,414977.74,613242.36
ACC00000837,Aishani Kunda,Savings,BR016,201106.6,10,38760.729999999996,209774.33000000002
ACC00000838,Viraj Keer,Fixed Deposit,BR006,2520626.51,25,444337.99,379194.58999999997
ACC00000839,Panini Deo,Current,BR015,1108602.84,10,127225.76,127917.11
ACC00000840,Panini Deo,Fixed Deposit,BR018,1548588.78,50,579578.86,859014.6
ACC00000841,,Fixed Deposit,BR014,3902377.66,25,386330.0,470469.09
ACC00000842,,Fixed Deposit,BR018,1181346.34,10,32291.13,128598.73000000001
ACC00000843,Edhitha Sane,Fixed Deposit,BR009,494067.43,25,318238.82,332329.14
ACC00000844,Edhitha Sane,Fixed Deposit,BR017,2206696.26,50,672395.83,566163.37
ACC00000845,Charita Kapur,Savings,BR005,425826.07,50,480969.31,744987.62
ACC00000846,Vinaya Grover,Fixed Deposit,BR018,827309.17,25,145521.99,424251.93
ACC00000847,Gagan Dixit,Savings,BR006,52808.42,25,175385.68,275273.16
ACC00000849,Gagan Dixit,Fixed Deposit,BR002,4791292.56,25,256033.41,569750.68
ACC00000851,,Fixed Deposit,BR019,4622857.8,50,483650.68,852886.13
ACC00000852,Ekta Kade,Savings,BR003,7218.26,25,115420.23000000001,516342.85
ACC00000853,Mohammed Doctor,Fixed Deposit,BR015,516128.87,10,417442.95,164105.23
ACC00000854,,Savings,BR002,244269.07,50,570229.72,863986.29
ACC00000855,Eesha Nigam,Current,BR011,325306.29,10,187749.29,140144.45
ACC00000856,Adya Roy,Savings,BR015,180768.2,50,370432.38,1047352.42
ACC00000857,Adya Roy,Savings,BR013,6334.58,50,482384.61,740218.13
ACC00000858,Fiyaz Zachariah,Savings,BR012,178276.09,25,211635.72,621416.89
ACC00000859,Fiyaz Zachariah,Savings,BR013,464782.95,25,236390.57,357029.91
ACC00000860,Manthan Sanghvi,Current,BR010,64822.56,25,282016.24,333326.4
ACC00000862,Ira Bhatt,Savings,BR011,181199.33,25,35523.36,370929.78
ACC00000863,Ira Bhatt,Savings,BR005,207397.51,50,709373.97,779872.51
ACC00000864,,Savings,BR020,96190.27,25,179389.47000000003,573214.03
ACC00000865,,Savings,BR008,31630.49,10,8741.54,129305.64
ACC00000866,Owen Shenoy,Savings,BR006,79460.69,10,284208.24,208128.9
ACC00000867,Owen Shenoy,Current,BR020,262908.97,25,16521.29,282254.01
ACC00000868,Ria Pal,Fixed Deposit,BR019,3648158.99,25,244984.81,636157.73
ACC00000869,Thomas Dhar,Current,BR005,1311500.66,25,490883.89,498699.96
ACC00000870,Nitesh Bath,Current,BR018,1689952.01,25,316452.48,357689.64
ACC00000871,Nitesh Bath,Fixed Deposit,BR005,2167263.83,50,679288.89,887171.45
ACC00000872,,Savings,BR012,67641.74,10,95580.71,261906.83000000002
ACC00000874,,Savings,BR014,445786.96,50,306682.82,1019606.8
ACC00000875,,Fixed Deposit,BR015,2843054.95,25,228132.11000000002,631659.1
ACC00000876,,Fixed Deposit,BR011,1659354.51,25,401379.58999999997,414561.0
ACC00000877,,Fixed Deposit,BR010,1975867.83,50,392201.32,848495.95
ACC00000878,,Fixed Deposit,BR008,2367890.28,10,89961.74,141262.06
ACC00000879,,Current,BR008,512769.98,25,217251.51,377861.69
ACC00000880,Robert Sahota,Current,BR018,864611.49,50,656429.28,911837.53
ACC00000881,Robert Sahota,Fixed Deposit,BR013,3356962.24,25,216797.66,548517.39
ACC00000882,Robert Sahota,Current,BR016,1942768.67,50,578666.76,899242.38
ACC00000883,,Current,BR011,1806061.04,25,601583.6599999999,345259.97
ACC00000884,Kala Memon,Current,BR007,1375960.17,10,98625.95,188992.54
ACC00000885,Amrita Ranganathan,Current,BR006,1548977.77,25,125746.48,504160.66
ACC00000886,,Current,BR009,343516.6,25,117616.59999999999,734244.4400000001
ACC00000887,,Current,BR003,542286.38,10,164350.19,128522.94
ACC00000888,,Fixed Deposit,BR018,4690903.28,10,32930.4,139777.25
ACC00000889,,Savings,BR002,300609.18,10,176407.13,279205.07
ACC00000890,Zayyan Tank,Current,BR020,1445577.1,10,94856.68,143305.5
ACC00000891,Ishwar Rama,Savings,BR007,210673.97,25,245384.35,545176.52
ACC00000892,Vidhi Wali,Current,BR015,991565.29,25,615193.15,262757.31
ACC00000893,,Fixed Deposit,BR016,2440447.99,25,378579.4,415863.93
ACC00000894,,Savings,BR010,141069.34,50,622670.24,887194.91
ACC00000895,,Fixed Deposit,BR017,2660766.66,10,16072.83,215382.92
ACC00000896,Kashvi Narang,Savings,BR007,13866.63,50,452935.25,823688.32
ACC00000897,Jhalak Batra,Savings,BR014,277917.25,50,509867.44,777688.07
ACC00000898,Wahab Issac,Fixed Deposit,BR013,2558802.4,50,583995.36,1022594.97
ACC00000899,,Current,BR016,502791.16,25,229303.79,461011.87
ACC00000900,,Savings,BR002,44162.45,25,230946.61,494000.15
ACC00000902,,Savings,BR019,464190.53,25,249928.91,543172.2
ACC00000903,,Current,BR009,1065894.9,10,23337.07,151827.2
ACC00000904,,Current,BR008,934046.94,25,232592.74,483609.89
ACC00000905,Ria Reddy,Savings,BR004,27124.96,10,234493.66999999998,55578.03999999999
ACC00000906,Ria Reddy,Savings,BR011,26800.63,25,264744.23000000004,281829.54
ACC00000907,Arin Kala,Savings,BR011,309630.76,25,255477.41999999998,469155.44
ACC00000908,,Savings,BR014,336312.89,50,247159.52,995475.3300000001
ACC00000910,,Fixed Deposit,BR007,4296873.79,25,92371.36,360483.52
ACC00000911,Suhani Deo,Savings,BR019,405927.98,50,323851.96,814716.62
ACC00000912,,Current,BR005,224643.4,25,259025.25,568376.55
ACC00000913,Tanish Chaudhary,Savings,BR016,78789.8,10,189584.95,90806.16
ACC00000914,Bimala Bera,Current,BR014,1595568.11,25,189839.9,446482.73
ACC00000915,Bimala Bera,Fixed Deposit,BR002,3695311.16,50,388723.58,859552.91
ACC00000916,,Savings,BR008,244917.17,25,381459.71,355647.23
ACC00000917,Libni Narayanan,Current,BR016,251414.87,50,153840.66999999998,870050.92
ACC00000918,Libni Narayanan,Current,BR009,1096133.72,25,382526.67,267772.16000000003
ACC00000920,Rachit Dora,Savings,BR020,88348.89,25,171086.04,499302.85
ACC00000921,Chasmum Gandhi,Current,BR010,472209.15,25,366240.81,305960.76
ACC00000922,Chasmum Gandhi,Current,BR017,1381709.41,50,348721.01999999996,771340.77
ACC00000923,Chasmum Gandhi,Fixed Deposit,BR006,2322046.84,10,8358.5,97078.2
ACC00000924,Balendra Gandhi,Current,BR010,23359.49,25,365285.70999999996,303220.02999999997
ACC00000925,Chatura Mukherjee,Savings,BR001,445405.29,50,291687.52,809860.36
ACC00000926,Zayyan Karpe,Current,BR018,1062056.66,50,280883.58,880920.76
ACC00000927,,Fixed Deposit,BR019,4425983.86,50,582176.09,904579.79
ACC00000929,Yauvani Sagar,Current,BR016,1020455.62,25,213418.24,462553.24
ACC00000930,Yauvani Sagar,Current,BR011,1204712.25,50,379823.09,789832.37
ACC00000931,Ati Raju,Fixed Deposit,BR019,1013862.38,50,306255.4,1128478.79
ACC00000933,Anmol Bobal,Current,BR010,1835921.18,10,170547.19,112902.11
ACC00000934,Fariq Aggarwal,Fixed Deposit,BR006,3062565.19,10,183557.71999999997,195153.83000000002
ACC00000936,Fariq Aggarwal,Savings,BR016,443996.44,25,168657.87,716945.14
ACC00000937,Manan Chahal,Current,BR004,170509.97,10,17519.24,106469.81
ACC00000938,Kalpit Vasa,Current,BR011,1847703.16,25,212257.03,316447.75
ACC00000939,Kalpit Vasa,Fixed Deposit,BR001,4013788.09,25,154279.15,355196.49
ACC00000940,,Current,BR006,1608029.08,10,116758.88,296718.09
ACC00000941,,Current,BR020,533121.89,50,374570.0,937591.93
ACC00000943,,Fixed Deposit,BR013,1693718.93,50,712193.32,768119.04
ACC00000944,Rehaan Khalsa,Current,BR012,676225.81,50,576743.3200000001,912456.45
ACC00000945,,Current,BR002,1937561.44,10,166188.99,157535.62
ACC00000946,,Savings,BR013,450457.43,25,239372.46,505078.8
ACC00000947,Yutika Saxena,Current,BR016,1394700.88,50,518415.15,820791.23
ACC00000948,Yutika Saxena,Current,BR003,1411788.5,25,668442.39,401943.67
ACC00000949,,Current,BR014,1993304.53,50,871524.2,931106.63
ACC00000950,Avni Anand,Current,BR015,1871203.65,25,217118.80000000002,537853.13
ACC00000951,Amaira Sarraf,Current,BR012,56656.68,25,138099.45,528550.68
ACC00000952,,Current,BR005,948531.14,25,308286.60000000003,328237.16
ACC00000953,,Fixed Deposit,BR018,1949244.99,25,247646.08000000002,404969.08
ACC00000954,,Current,BR010,959546.62,10,5897.99,189016.85
ACC00000955,Ekaja Devan,Current,BR006,1012486.82,25,303901.29,423790.22000000003
ACC00000956,Ekaja Devan,Current,BR003,873685.88,50,335368.11,959045.44
ACC00000957,,Current,BR007,1210751.36,25,295144.72000000003,447334.2
ACC00000959,Wazir Maharaj,Savings,BR012,459427.23,25,335626.08,224429.18
ACC00000960,Chandani Borde,Current,BR018,502226.41,25,160661.09,551568.85
ACC00000961,Chandani Borde,Savings,BR011,481690.36,25,58599.68,243611.76
ACC00000962,Turvi Misra,Current,BR008,1372021.48,25,263615.5,365920.28
ACC00000963,,Savings,BR008,428640.12,10,100609.79000000001,120124.56
ACC00000964,Vrinda Bedi,Current,BR019,1076033.99,25,231874.11,265546.03
ACC00000965,Vrinda Bedi,Savings,BR007,496261.43,50,519044.85,970981.52
ACC00000966,Faqid Randhawa,Savings,BR012,395905.37,10,94636.78,79291.5
ACC00000967,Neha Pillai,Fixed Deposit,BR009,2994337.01,25,141364.05,584099.91
ACC00000968,Janani Chowdhury,Current,BR004,965550.21,25,119478.34,399336.79
ACC00000969,,Savings,BR007,470405.64,25,33253.57,517946.69
ACC00000970,Victor Tank,Fixed Deposit,BR008,479532.31,25,348382.91,435669.75
ACC00000971,,Current,BR007,1622054.51,25,315355.25,274588.37
ACC00000972,,Savings,BR012,58540.88,50,776943.65,832937.73
ACC00000973,,Current,BR012,1767318.31,50,528927.79,846564.92
ACC00000974,,Fixed Deposit,BR016,2562196.07,25,340697.29,408875.33
ACC00000976,,Current,BR018,469130.77,25,314868.2,453810.75
ACC00000977,,Current,BR017,927095.52,25,42694.71,580367.93
ACC00000978,Unnati Ghosh,Current,BR017,1119632.29,25,275464.48,570870.27
ACC00000979,,Savings,BR006,446005.48,25,60707.67,285262.45999999996
ACC00000980,Aadhya Yohannan,Fixed Deposit,BR016,3401131.84,25,220394.33,386007.62
ACC00000981,Aadhya Yohannan,Fixed Deposit,BR006,792523.72,10,148366.24,110567.27
ACC00000982,,Current,BR006,1356611.65,10,35420.04,125798.57
ACC00000983,,Fixed Deposit,BR004,654525.03,50,499763.81,1450173.39
ACC00000984,Ikbal Rana,Current,BR002,185051.9,25,128557.59,508904.03
ACC00000985,Ikbal Rana,Fixed Deposit,BR020,2935279.21,25,527237.47,243929.39
ACC00000986,,Savings,BR008,204846.3,25,49272.18,591445.38
ACC00000987,,Savings,BR020,438343.72,10,314794.91,250945.66999999998
ACC00000988,Mohini Parsa,Fixed Deposit,BR014,513545.67,25,530525.06,332435.62
ACC00000989,Mohini Parsa,Savings,BR020,246227.15,25,304207.3,371711.09
ACC00000990,Mohini Parsa,Current,BR001,1212591.16,25,579101.52,447305.42
ACC00000991,,Fixed Deposit,BR015,1018393.24,50,339453.32,820514.1
ACC00000992,,Savings,BR012,281048.77,25,173117.50999999998,554825.81
ACC00000993,,Current,BR013,1786936.92,25,267642.3,390747.58
ACC00000994,,Savings,BR007,394117.16,25,321063.53,298869.51
ACC00000995,,Current,BR009,694317.51,25,190507.84999999998,424413.08
ACC00000996,,Fixed Deposit,BR014,4844067.81,25,154202.62,439378.05
ACC00000997,Arin Sunder,Current,BR012,1337858.53,50,744611.99,563853.59
ACC00000998,,Fixed Deposit,BR013,2528449.74,50,764458.02,724881.85
ACC00000999,,Current,BR018,1115745.85,50,706253.42,558920.4299999999
ACC00001000,,Savings,BR007,305062.25,10,274746.31,214321.3
ACC00001001,,Fixed Deposit,BR005,2940595.77,10,75911.85,110143.45
ACC00001002,Girindra Gupta,Current,BR015,1289823.81,25,207512.61000000002,444425.2
ACC00001003,,Savings,BR019,113506.7,10,81652.14,121254.14000000001
ACC00001005,Daniel Prabhu,Fixed Deposit,BR003,2509194.63,25,228324.12,398370.38
ACC00001006,,Savings,BR002,165931.82,10,172422.53999999998,160413.91
ACC00001007,,Savings,BR001,386143.25,25,177018.77000000002,555411.03
ACC00001008,Brinda Bandi,Fixed Deposit,BR020,3498057.43,50,574628.0599999999,843589.67
ACC00001009,Brinda Bandi,Current,BR013,1290090.63,25,474085.83,414006.63
ACC00001010,Brinda Bandi,Current,BR003,667634.07,25,305413.79,474795.33999999997
ACC00001012,Oscar Kala,Savings,BR018,226681.19,50,515711.43,865582.72
ACC00001013,Harish Prabhu,Fixed Deposit,BR016,4444904.05,50,153011.59000000003,1049705.65
ACC00001014,,Savings,BR001,89756.9,50,439622.22,1147145.42
ACC00001016,Charles Korpal,Current,BR003,1574570.33,25,42236.39,520888.31
ACC00001017,,Fixed Deposit,BR019,3897043.69,50,708941.51,754751.9500000001
ACC00001018,Wridesh Minhas,Fixed Deposit,BR020,1274438.22,10,51451.79,172938.13999999998
ACC00001019,Lakshmi Acharya,Savings,BR016,251278.22,25,214325.96000000002,486745.27999999997
ACC00001020,,Fixed Deposit,BR017,2311126.49,50,322849.04000000004,935799.09
ACC00001021,Samuel Das,Savings,BR006,239439.21,10,152942.77000000002,192169.84999999998
ACC00001022,Samuel Das,Savings,BR003,184053.08,25,5663.92,457848.91000000003
ACC00001023,Upkaar Bassi,Savings,BR018,196604.25,10,180408.21,77733.05
ACC00001024,Ojasvi Dyal,Fixed Deposit,BR010,3361400.65,25,124965.84,543366.87
ACC00001025,,Savings,BR011,7123.23,25,223796.40000000002,547865.3099999999
ACC00001026,Isha Gola,Fixed Deposit,BR003,1528650.79,25,302173.02,363729.99
ACC00001027,Lavanya Chand,Current,BR006,1143232.85,50,460755.20999999996,685515.62
ACC00001028,Lavanya Chand,Savings,BR014,69651.87,50,740768.27,666123.51
ACC00001029,Ayaan Sant,Current,BR008,126369.41,25,265510.56,347600.26
ACC00001030,Qushi Shah,Savings,BR009,359769.68,10,14431.380000000001,178715.94999999998
ACC00001031,Dalaja Agate,Current,BR016,269771.22,25,292991.1,291272.37
ACC00001032,Edhitha Talwar,Fixed Deposit,BR015,2953414.41,50,292524.73000000004,1026393.88
ACC00001033,Edhitha Talwar,Savings,BR016,24400.62,10,132660.46,139156.34
ACC00001034,Warjas Tank,Current,BR009,1069071.71,25,297417.82999999996,501358.09
ACC00001035,Warjas Tank,Savings,BR019,119245.87,50,664441.51,910640.95
ACC00001036,,Fixed Deposit,BR012,2361703.53,25,103347.21999999999,454948.34
ACC00001037,Sai Din,Fixed Deposit,BR012,2348177.29,25,264535.97000000003,596685.65
ACC00001038,,Fixed Deposit,BR002,3730314.37,50,499278.96,992543.9299999999
ACC00001039,Advika Keer,Current,BR014,1605469.75,50,746706.78,864642.83
ACC00001040,Daksha Narang,Savings,BR003,247745.5,25,115652.84,253531.69999999998
ACC00001041,,Current,BR007,1932281.72,25,199099.76,498770.5
ACC00001042,,Savings,BR015,407360.39,50,513856.41000000003,852111.44
ACC00001043,,Savings,BR001,45836.2,25,179440.93,416781.4
ACC00001044,,Savings,BR019,442295.92,50,209431.75,769062.11
ACC00001045,Bhavya Kalita,Current,BR020,1779492.62,10,128391.17000000001,111776.21
ACC00001046,Pranav Chana,Savings,BR017,139127.14,10,150796.47,225159.8
ACC00001047,Pranav Chana,Fixed Deposit,BR009,2286048.33,25,302674.94,393093.37
ACC00001048,Tejas Boase,Current,BR017,211657.36,25,478047.78,394687.95
ACC00001049,,Savings,BR006,183078.63,25,266828.16000000003,468886.91
ACC00001050,,Fixed Deposit,BR001,4454388.54,50,675125.36,875000.44
ACC00001051,,Fixed Deposit,BR013,4826336.62,25,239295.86,392821.77999999997
ACC00001052,,Current,BR006,847192.73,25,403402.27,409351.42
ACC00001053,,Current,BR013,1650172.17,25,527973.04,379742.97000000003
ACC00001055,Anamika Oza,Savings,BR016,402331.34,25,237128.12000000002,509874.01
ACC00001057,Anamika Oza,Savings,BR014,383524.18,25,226497.29,337753.79000000004
ACC00001058,Azad Morar,Current,BR006,251260.8,25,108085.42,287695.1
ACC00001059,Azad Morar,Savings,BR015,156746.91,10,24260.02,94052.08
ACC00001060,Varsha Ganesh,Fixed Deposit,BR002,4354147.86,25,123034.76,365542.27
ACC00001061,Chaaya Venkataraman,Savings,BR002,287492.86,25,165194.96,501286.69
ACC00001062,,Current,BR013,232363.19,25,437686.65,531306.03
ACC00001064,,Fixed Deposit,BR018,2443332.29,50,667109.6699999999,817554.91
ACC00001065,Ekapad Tandon,Savings,BR016,382281.25,25,424416.29000000004,402394.57
ACC00001066,Nitesh Viswanathan,Current,BR009,1977508.43,25,319874.24,563321.56
ACC00001067,Caleb Ram,Current,BR001,311295.19,50,442657.87,985306.51
ACC00001068,Caleb Ram,Current,BR003,1512621.59,25,126431.52,489689.33
ACC00001069,Kamala Vala,Fixed Deposit,BR016,4449150.83,10,106706.41999999998,129367.62
ACC00001070,Kamala Vala,Savings,BR016,4941.38,10,105598.23999999999,216417.01
ACC00001071,Kamala Vala,Current,BR013,1144213.37,25,173735.95,341481.21
ACC00001072,Dhruv Varma,Fixed Deposit,BR002,2148543.56,25,63046.07,350706.22
ACC00001073,Jagvi Bava,Fixed Deposit,BR010,916851.56,10,11873.74,129130.9
ACC00001074,Jagvi Bava,Savings,BR011,361456.05,25,175420.93,442492.14
ACC00001075,Jagvi Bava,Fixed Deposit,BR013,4634210.18,50,538622.24,999024.46
ACC00001076,Odika Kaur,Current,BR009,1446620.27,25,235551.23,450035.12
ACC00001077,Hemang Joshi,Fixed Deposit,BR010,3352675.99,25,116967.13,389158.64999999997
ACC00001078,Deepa Hayer,Current,BR010,1144383.93,10,5293.17,424046.48
ACC00001079,Deepa Hayer,Fixed Deposit,BR011,2055385.39,50,709144.19,1158706.34
ACC00001082,Leela Das,Current,BR001,556196.98,50,422626.44,995240.26
ACC00001083,Leela Das,Savings,BR011,138594.05,25,233966.7,269788.4
ACC00001084,Leela Das,Current,BR007,1494491.9,25,63398.79,521199.22
ACC00001085,,Savings,BR017,489203.25,50,378269.74,910007.9400000001
ACC00001087,,Current,BR014,1552184.58,50,715919.77,738829.54
ACC00001088,,Current,BR013,352749.42,50,527992.5599999999,879090.97
ACC00001089,Vritti Buch,Current,BR007,1320070.31,50,328873.54,880337.1
ACC00001090,Vritti Buch,Fixed Deposit,BR010,4053848.6,10,111474.68000000001,174219.67
ACC00001091,,Savings,BR017,414143.86,25,167563.12,571599.96
ACC00001092,,Fixed Deposit,BR016,4871038.98,25,360375.09,501842.86
ACC00001093,Aadi Dixit,Current,BR008,368808.23,50,367725.84,1130140.01
ACC00001094,Deepa Karnik,Savings,BR009,179892.17,25,390168.71,399308.0
ACC00001095,,Current,BR005,1351735.63,25,367475.83,494797.9
ACC00001096,George Parmar,Savings,BR013,350147.56,50,686754.31,806223.09
ACC00001097,,Fixed Deposit,BR006,3870413.28,25,243479.40999999997,466922.55
ACC00001098,,Fixed Deposit,BR014,916614.61,10,42754.61,143463.46
ACC00001100,Indira Iyer,Current,BR010,1546104.1,25,296117.6,292680.62
ACC00001101,,Savings,BR010,492738.38,25,215484.66,454801.63
ACC00001102,Daniel Kade,Fixed Deposit,BR011,2704995.9,25,417598.02,320861.94
ACC00001103,Jalsa Hans,Current,BR008,1007888.88,50,426712.44,1264564.38
ACC00001104,Zashil Deep,Current,BR017,1766005.57,10,779.03,281291.7
ACC00001105,Vyanjana Nadkarni,Current,BR013,844906.55,50,611537.35,893587.84
ACC00001106,Vyanjana Nadkarni,Savings,BR002,358702.2,10,118315.27999999998,99667.22
ACC00001107,Vyanjana Nadkarni,Fixed Deposit,BR012,3180860.46,25,60545.0,324167.07
ACC00001108,Pranav Krishnamurthy,Savings,BR015,457659.73,10,25737.079999999998,165473.12
ACC00001109,,Savings,BR004,338667.24,25,449367.23,647749.3
ACC00001110,,Savings,BR019,283434.07,10,1596.9,250346.95
ACC00001111,Chatresh Arora,Fixed Deposit,BR003,2332486.23,50,537917.93,852542.4
ACC00001112,Yutika Dave,Fixed Deposit,BR010,3503784.14,25,83467.12000000001,665772.33
ACC00001113,Yashvi Rajan,Current,BR014,1630729.17,50,602804.6,1143031.54
ACC00001114,Yashvi Rajan,Fixed Deposit,BR008,2469966.81,25,339812.68,569956.36
ACC00001115,,Current,BR017,1580549.71,50,396934.81,983275.88
